datetime,transaction_id,provider_id,account_name,provider_name,operation_type,currency,amount,commission,commentary
2023-01-03 00:43:00,7_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-03 00:48:00,7_Super Trader_USD,,Super Trader_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-03 00:55:00,7_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-03 03:50:00,7_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-03 03:55:00,7_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-03 04:01:00,7_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-03 06:05:00,8_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-03 06:08:00,8_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-03 06:08:00,8_Proxima LTD_EUR,5.0,Proxima LTD_EUR,Green Field,income,EUR,6300,0.0,"INVOICE: deposit, Proxima LTD to EUR"
2023-01-03 06:10:00,9_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-03 09:03:00,9_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-03 09:07:00,8_Super Trader_USD,,Super Trader_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-03 09:12:00,10_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-03 12:58:00,11_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-03 13:01:00,9_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-03 13:08:00,8_Mega Trade_EUR,7.0,Mega Trade_EUR,Gold Fix,income,EUR,8000,0.0,"INVOICE: deposit, Mega Trade to EUR"
2023-01-03 13:10:00,9_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-03 15:01:00,10_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-03 15:04:00,10_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-03 15:08:00,12_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-03 17:01:00,10_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-03 17:07:00,9_Super Trader_USD,,Super Trader_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-03 17:12:00,13_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-03 20:04:00,11_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-03 20:07:00,11_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-03 20:09:00,8_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-03 22:16:00,12_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-03 22:18:00,14_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-03 22:22:00,10_Super Trader_USD,7.0,Super Trader_USD,Green Field,income,USD,3500,0.0,"INVOICE: deposit, Super Trader to USD"
2023-01-03 22:24:00,11_Super Trader_USD,,Super Trader_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-04 00:17:00,12_Super Trader_USD,,Super Trader_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-04 00:21:00,11_Mega Trade_USD,9.0,Mega Trade_USD,Green Field,income,USD,4800,0.0,"INVOICE: deposit, Mega Trade to USD"
2023-01-04 00:21:00,15_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-04 00:23:00,12_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-04 02:25:00,13_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-04 02:31:00,12_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-04 02:37:00,9_Proxima LTD_USD,11.0,Proxima LTD_USD,Green Field,income,USD,5600,0.0,"INVOICE: deposit, Proxima LTD to USD"
2023-01-04 02:39:00,10_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-04 05:30:00,14_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-04 05:33:00,13_Super Trader_EUR,9.0,Super Trader_EUR,Gold Fix,income,EUR,4800,0.0,"INVOICE: deposit, Super Trader to EUR"
2023-01-04 05:35:00,14_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-04 05:36:00,11_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-04 07:32:00,16_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-04 07:38:00,15_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-04 07:43:00,13_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-04 10:36:00,14_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-04 10:37:00,12_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-04 10:41:00,16_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-04 13:39:00,13_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-04 13:40:00,15_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-04 13:44:00,17_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-04 16:29:00,17_Proxima LTD_EUR,11.0,Proxima LTD_EUR,Gold Fix,income,EUR,8000,0.0,"INVOICE: deposit, Proxima LTD to EUR"
2023-01-04 16:31:00,18_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-04 16:32:00,13_Super Trader_USD,,Super Trader_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-04 16:36:00,15_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-04 18:16:00,14_Super Trader_USD,,Super Trader_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-04 18:19:00,19_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-04 18:22:00,16_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-04 21:12:00,16_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-04 21:17:00,15_Super Trader_USD,,Super Trader_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-04 21:22:00,20_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-05 01:06:00,21_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-05 01:13:00,18_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-05 01:19:00,17_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-05 03:50:00,14_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-05 03:56:00,16_Super Trader_USD,7.0,Super Trader_USD,Gold Fix,income,USD,6300,0.0,"INVOICE: deposit, Super Trader to USD"
2023-01-05 03:58:00,17_Super Trader_USD,,Super Trader_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-05 03:59:00,18_Mega Trade_USD,5.0,Mega Trade_USD,Gold Fix,income,USD,5400,0.0,"INVOICE: deposit, Mega Trade to USD"
2023-01-05 04:01:00,19_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-05 07:47:00,17_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-05 07:54:00,19_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-05 07:58:00,15_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-05 11:53:00,20_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-05 11:59:00,18_Super Trader_USD,,Super Trader_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-05 12:06:00,22_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-05 15:09:00,21_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-05 15:16:00,20_Super Trader_EUR,7.0,Super Trader_EUR,Green Field,income,EUR,4200,0.0,"INVOICE: deposit, Super Trader to EUR"
2023-01-05 15:18:00,21_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-05 15:23:00,23_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-05 18:20:00,16_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-05 18:20:00,18_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-05 18:23:00,19_Super Trader_USD,,Super Trader_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-05 21:14:00,24_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-05 21:20:00,20_Super Trader_USD,,Super Trader_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-05 21:25:00,22_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-06 00:20:00,23_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-06 00:26:00,22_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-06 00:32:00,17_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-06 02:37:00,19_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-06 02:40:00,21_Super Trader_USD,,Super Trader_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-06 02:43:00,25_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-06 06:48:00,24_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-06 06:55:00,23_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-06 07:00:00,18_Proxima LTD_USD,13.0,Proxima LTD_USD,Green Field,income,USD,6000,0.0,"INVOICE: deposit, Proxima LTD to USD"
2023-01-06 07:02:00,19_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-06 08:58:00,24_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-06 09:04:00,25_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-06 09:04:00,26_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-06 12:49:00,27_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-06 12:55:00,25_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-06 12:58:00,20_Mega Trade_EUR,13.0,Mega Trade_EUR,Gold Fix,income,EUR,4800,0.0,"INVOICE: deposit, Mega Trade to EUR"
2023-01-06 13:00:00,21_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-06 15:39:00,26_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-06 15:42:00,22_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-06 15:46:00,28_Proxima LTD_EUR,9.0,Proxima LTD_EUR,Green Field,income,EUR,3600,0.0,"INVOICE: deposit, Proxima LTD to EUR"
2023-01-06 15:48:00,29_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-06 17:39:00,30_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-06 17:46:00,22_Super Trader_USD,,Super Trader_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-06 17:51:00,23_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-06 19:36:00,24_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-06 19:37:00,20_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-06 19:40:00,27_Super Trader_EUR,15.0,Super Trader_EUR,Gold Fix,income,EUR,4200,0.0,"INVOICE: deposit, Super Trader to EUR"
2023-01-06 19:42:00,28_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-06 23:33:00,21_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-06 23:38:00,23_Super Trader_USD,,Super Trader_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-06 23:41:00,25_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-07 01:19:00,29_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-07 01:23:00,31_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-07 01:26:00,26_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-07 03:16:00,27_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-07 03:16:00,32_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-07 03:21:00,24_Super Trader_USD,,Super Trader_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-07 07:05:00,25_Super Trader_USD,9.0,Super Trader_USD,Gold Fix,income,USD,4800,0.0,"INVOICE: deposit, Super Trader to USD"
2023-01-07 07:07:00,26_Super Trader_USD,,Super Trader_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-07 07:10:00,28_Mega Trade_EUR,17.0,Mega Trade_EUR,Gold Fix,income,EUR,4200,0.0,"INVOICE: deposit, Mega Trade to EUR"
2023-01-07 07:10:00,33_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-07 07:12:00,29_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-07 10:11:00,27_Super Trader_USD,,Super Trader_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-07 10:14:00,34_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-07 10:17:00,26_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-07 14:07:00,30_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-07 14:11:00,22_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-07 14:14:00,28_Super Trader_USD,,Super Trader_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-07 17:08:00,27_Mega Trade_USD,11.0,Mega Trade_USD,Gold Fix,income,USD,5600,0.0,"INVOICE: deposit, Mega Trade to USD"
2023-01-07 17:10:00,28_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-07 17:10:00,35_Proxima LTD_EUR,11.0,Proxima LTD_EUR,Green Field,income,EUR,5600,0.0,"INVOICE: deposit, Proxima LTD to EUR"
2023-01-07 17:12:00,36_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-07 17:15:00,29_Super Trader_USD,,Super Trader_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-07 20:14:00,23_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-07 20:16:00,31_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-07 20:20:00,30_Super Trader_USD,,Super Trader_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-07 23:03:00,24_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-07 23:08:00,30_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-07 23:11:00,32_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-08 02:03:00,31_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-08 02:08:00,29_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-08 02:10:00,37_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-08 06:14:00,30_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-08 06:20:00,31_Super Trader_USD,,Super Trader_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-08 06:26:00,25_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-08 08:28:00,38_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-08 08:29:00,33_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-08 08:35:00,32_Super Trader_USD,15.0,Super Trader_USD,Green Field,income,USD,7200,0.0,"INVOICE: deposit, Super Trader to USD"
2023-01-08 08:37:00,33_Super Trader_USD,,Super Trader_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-08 11:24:00,39_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-08 11:31:00,34_Super Trader_USD,,Super Trader_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-08 11:35:00,34_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-08 15:16:00,35_Super Trader_USD,,Super Trader_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-08 15:20:00,40_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-08 15:21:00,35_Mega Trade_EUR,13.0,Mega Trade_EUR,Green Field,income,EUR,7200,0.0,"INVOICE: deposit, Mega Trade to EUR"
2023-01-08 15:23:00,36_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-08 17:23:00,36_Super Trader_USD,,Super Trader_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-08 17:27:00,31_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-08 17:29:00,41_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-08 21:26:00,32_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-08 21:32:00,26_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-08 21:32:00,32_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-09 01:38:00,33_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-09 01:45:00,37_Super Trader_USD,,Super Trader_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-09 01:52:00,42_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-09 04:46:00,37_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-09 04:53:00,38_Super Trader_USD,,Super Trader_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-09 04:56:00,27_Proxima LTD_USD,13.0,Proxima LTD_USD,Gold Fix,income,USD,4200,0.0,"INVOICE: deposit, Proxima LTD to USD"
2023-01-09 04:58:00,28_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-09 06:50:00,34_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-09 06:53:00,39_Super Trader_USD,,Super Trader_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-09 07:00:00,43_Proxima LTD_EUR,19.0,Proxima LTD_EUR,Gold Fix,income,EUR,3000,0.0,"INVOICE: deposit, Proxima LTD to EUR"
2023-01-09 07:02:00,44_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-09 10:55:00,38_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-09 10:56:00,29_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-09 11:01:00,33_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-09 13:01:00,39_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-09 13:02:00,30_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-09 13:06:00,40_Super Trader_USD,,Super Trader_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-09 17:02:00,41_Super Trader_USD,,Super Trader_USD,,outcome,USD,900,22.5,transfer to fx
